type	classe	imageName	date	scene	Vmin	Vmax	Vmean	Rmin	Rmax	Rmean	NIRmin	NIRmax	NIRmean	MIRmin	MIRmax	MIRmean	evi2min	evi2max	evi2mean	ndcimin	ndcimax	ndcimean	ndvimin	ndvimax	ndvimean	mntmin	mntmax	mntmean	ndwimin	ndwimax	ndwimean
ombre	7	20081307-690-344	20081307	690-344	91	197	144,21	31	38	33,83	50	61	55,5	52	108	73,68	0,36	0,45	0,39	0,24	0,52	0,36	0,22	0,27	0,24	NA	NA	NA	-0,52	-0,24	-0,36
nuage	6	20081307-690-344	20081307	690-344	271	321	299,22	93	160	126,54	110	181	143,29	179	290	218,63	0,04	0,14	0,1	0,18	0,33	0,27	0,03	0,09	0,06	NA	NA	NA	-0,33	-0,18	-0,27
roche	4	20081307-690-344	20081307	690-344	124	193	151,93	48	67	55,68	62	79	68,07	222	279	258,14	0,08	0,21	0,15	0,57	0,69	0,65	0,05	0,14	0,1	NA	NA	NA	-0,69	-0,57	-0,65
nuage	6	20081307-690-344	20081307	690-344	231	315	284,16	57	166	120,38	74	181	136,98	153	262	214,03	0,02	0,23	0,1	0,21	0,46	0,29	0,02	0,14	0,07	NA	NA	NA	-0,46	-0,21	-0,29
ombre	7	20081307-690-344	20081307	690-344	91	222	133,04	29	64	35,81	50	84	57,41	49	139	76,58	0,16	0,47	0,38	0,25	0,54	0,35	0,1	0,28	0,23	NA	NA	NA	-0,54	-0,25	-0,35
frange	8	20081307-690-344	20081307	690-344	226	268	243,49	43	71	55,85	63	94	78,05	128	163	144,72	0,19	0,33	0,26	0,37	0,53	0,45	0,12	0,21	0,17	NA	NA	NA	-0,53	-0,37	-0,45
frange	8	20081307-690-344	20081307	690-344	218	233	225,35	41	52	47,88	64	76	70,76	130	137	133,35	0,28	0,35	0,31	0,44	0,52	0,47	0,18	0,22	0,19	NA	NA	NA	-0,52	-0,44	-0,47
frange	8	20081307-690-344	20081307	690-344	153	226	188,86	44	85	57,16	61	102	74,22	120	175	143,86	0,11	0,29	0,21	0,33	0,52	0,43	0,07	0,18	0,13	NA	NA	NA	-0,52	-0,33	-0,43
vegbasse	2	20081307-690-344	20081307	690-344	317	357	333,87	40	44	42,4	65	71	68	147	159	153,87	0,35	0,4	0,37	0,55	0,59	0,57	0,22	0,25	0,23	NA	NA	NA	-0,59	-0,55	-0,57
destructure	12	20081307-690-344	20081307	690-344	218	341	280,59	35	46	39,16	55	70	62,14	102	163	137,47	0,32	0,42	0,37	0,49	0,62	0,55	0,2	0,26	0,23	NA	NA	NA	-0,62	-0,49	-0,55
foret	10	20081307-690-344	20081307	690-344	120	321	223,84	32	46	37,72	51	70	59,93	66	160	116,17	0,29	0,45	0,37	0,32	0,62	0,51	0,18	0,27	0,23	NA	NA	NA	-0,62	-0,32	-0,51
roche	4	20081307-690-344	20081307	690-344	105	202	155,35	43	51	47,52	58	68	62,92	156	215	192,63	0,16	0,27	0,22	0,53	0,66	0,6	0,11	0,17	0,14	NA	NA	NA	-0,66	-0,53	-0,6
destructure	12	20081307-690-344	20081307	690-344	233	355	298,47	36	44	39,48	59	72	64,15	118	178	147,22	0,33	0,42	0,39	0,51	0,63	0,58	0,2	0,26	0,24	NA	NA	NA	-0,63	-0,51	-0,58
destructure	12	20081307-690-344	20081307	690-344	229	377	299,17	37	44	40,04	60	70	64,3	131	173	152,07	0,33	0,43	0,38	0,54	0,63	0,58	0,21	0,26	0,23	NA	NA	NA	-0,63	-0,54	-0,58
destructure	12	20081307-690-344	20081307	690-344	195	377	293,88	35	49	39,83	56	76	63,29	106	185	152,26	0,29	0,42	0,37	0,48	0,64	0,58	0,19	0,26	0,23	NA	NA	NA	-0,64	-0,48	-0,58
destructure	12	20081307-690-344	20081307	690-344	186	377	292,65	34	47	39,42	55	71	62,93	112	178	148,32	0,28	0,43	0,37	0,48	0,63	0,58	0,18	0,26	0,23	NA	NA	NA	-0,63	-0,48	-0,58
destructure	12	20081307-690-344	20081307	690-344	136	421	284,86	33	48	39,34	54	79	62,67	91	190	142,76	0,27	0,44	0,37	0,4	0,63	0,57	0,17	0,27	0,23	NA	NA	NA	-0,63	-0,4	-0,57
destructure	12	20081307-690-344	20081307	690-344	218	384	300,51	36	47	40,13	58	72	63,39	113	193	149,88	0,31	0,42	0,36	0,48	0,64	0,58	0,19	0,25	0,22	NA	NA	NA	-0,64	-0,48	-0,58
destructure	12	20081307-690-344	20081307	690-344	220	361	288,87	36	45	39,25	56	72	62,56	114	170	144,99	0,33	0,42	0,37	0,5	0,62	0,57	0,21	0,26	0,23	NA	NA	NA	-0,62	-0,5	-0,57
djogounpete	1	20081307-690-344	20081307	690-344	151	193	169,81	39	45	43,03	59	67	62,98	106	130	119,86	0,25	0,33	0,3	0,42	0,51	0,47	0,16	0,21	0,19	NA	NA	NA	-0,51	-0,42	-0,47
djogounpete	1	20091004-690-344	20091004	690-344	237	293	268,43	60	66	63,22	91	98	95,02	189	202	196,45	0,29	0,36	0,32	0,49	0,53	0,51	0,18	0,22	0,2	NA	NA	NA	NA	NA	NA
djogounpete	1	20091004-690-344	20091004	690-344	229	302	271,54	60	69	64,4	91	100	95,59	188	206	199,26	0,28	0,34	0,31	0,49	0,54	0,51	0,18	0,21	0,19	NA	NA	NA	NA	NA	NA
djogounpete	1	20091004-690-344	20091004	690-344	249	326	285,26	60	66	63,46	92	102	96,23	170	194	183,27	0,29	0,37	0,33	0,45	0,52	0,49	0,18	0,23	0,21	NA	NA	NA	NA	NA	NA
djogounpete	1	20091004-690-344	20091004	690-344	237	318	280,74	59	68	63,81	90	100	96,01	171	199	186,94	0,29	0,38	0,32	0,45	0,53	0,49	0,18	0,23	0,2	NA	NA	NA	NA	NA	NA
foret	10	20091004-690-344	20091004	690-344	265	421	378,22	54	77	60,75	88	118	97,23	171	223	196,29	0,26	0,43	0,37	0,43	0,57	0,53	0,16	0,26	0,23	NA	NA	NA	NA	NA	NA
foret	10	20091004-690-344	20091004	690-344	321	421	385,07	54	79	59,76	88	114	96,2	195	227	211,67	0,25	0,43	0,38	0,46	0,6	0,56	0,16	0,26	0,23	NA	NA	NA	NA	NA	NA
foret	10	20091004-690-344	20091004	690-344	358	421	404,02	54	74	59,59	90	114	97,02	193	222	208,02	0,3	0,45	0,39	0,49	0,6	0,55	0,19	0,27	0,24	NA	NA	NA	NA	NA	NA
foret	10	20091004-690-344	20091004	690-344	297	421	387,21	53	97	61,81	87	135	97,51	184	245	209,66	0,19	0,43	0,36	0,38	0,61	0,54	0,12	0,26	0,22	NA	NA	NA	NA	NA	NA
foret	10	20091004-690-344	20091004	690-344	326	421	409,1	55	98	62,27	91	144	100,77	179	243	217,04	0,24	0,44	0,38	0,37	0,61	0,55	0,16	0,27	0,24	NA	NA	NA	NA	NA	NA
roche	4	20091004-690-344	20091004	690-344	140	260	182,86	64	102	81,38	82	114	98,24	269	308	300,88	0,02	0,27	0,15	0,48	0,66	0,58	0,02	0,17	0,1	NA	NA	NA	NA	NA	NA
roche	4	20091004-690-344	20091004	690-344	165	300	214,05	74	122	92,71	88	129	105,84	265	308	301,33	0,01	0,18	0,1	0,41	0,61	0,53	0,01	0,11	0,07	NA	NA	NA	NA	NA	NA
djogounpete	1	20091004-690-344	20091004	690-344	232	288	255,45	63	69	65,52	93	100	95,86	188	202	195,02	0,27	0,34	0,3	0,47	0,52	0,5	0,17	0,21	0,19	NA	NA	NA	NA	NA	NA
foret	10	20091004-690-344	20091004	690-344	279	421	389,98	55	124	63,08	85	161	99,41	165	256	202,21	0,11	0,45	0,36	0,26	0,59	0,52	0,07	0,27	0,22	NA	NA	NA	NA	NA	NA
foret	10	20091004-690-344	20091004	690-344	308	421	408,75	58	141	65,25	90	159	102,66	167	248	216,28	0,08	0,43	0,36	0,25	0,59	0,54	0,05	0,26	0,22	NA	NA	NA	NA	NA	NA
roche	4	20091004-690-344	20091004	690-344	250	302	272,1	66	85	77,31	96	111	104,39	179	265	230,03	0,18	0,3	0,23	0,46	0,53	0,5	0,11	0,19	0,15	NA	NA	NA	NA	NA	NA
roche	4	20091004-690-344	20091004	690-344	234	307	266,09	71	102	87,5	98	120	108,31	216	308	258,01	0,1	0,27	0,16	0,43	0,55	0,49	0,06	0,17	0,11	NA	NA	NA	NA	NA	NA
djogounpete	1	20091004-690-344	20091004	690-344	239	315	273,55	60	66	63,87	92	100	96,03	183	201	192,24	0,29	0,36	0,32	0,47	0,53	0,5	0,18	0,22	0,2	NA	NA	NA	NA	NA	NA
djogounpete	1	20091004-690-344	20091004	690-344	231	317	253,64	60	68	65,18	89	100	95,21	184	204	194,38	0,26	0,36	0,3	0,47	0,53	0,5	0,17	0,22	0,19	NA	NA	NA	NA	NA	NA
djogounpete	1	20091004-690-344	20091004	690-344	247	308	279,48	60	66	63,18	92	98	94,76	182	194	187,57	0,28	0,37	0,32	0,48	0,52	0,5	0,18	0,23	0,2	NA	NA	NA	NA	NA	NA
djogounpete	1	20091004-690-344	20091004	690-344	246	305	269,8	61	69	64,3	91	101	95,04	179	196	187,16	0,28	0,35	0,31	0,46	0,51	0,49	0,18	0,22	0,19	NA	NA	NA	NA	NA	NA
djogounpete	1	20091004-690-344	20091004	690-344	246	290	263,82	61	66	63,65	92	98	94,38	182	195	187,55	0,28	0,34	0,31	0,48	0,52	0,49	0,17	0,21	0,19	NA	NA	NA	NA	NA	NA
djogounpete	1	20091004-690-344	20091004	690-344	247	312	277,31	60	69	63,88	93	100	96,01	166	188	176,51	0,27	0,36	0,32	0,44	0,5	0,47	0,17	0,22	0,2	NA	NA	NA	NA	NA	NA
Palmier bache	3	20091004-690-344	20091004	690-344	283	345	318,41	60	69	64,89	93	105	99,8	149	184	172,26	0,29	0,37	0,34	0,41	0,49	0,45	0,18	0,23	0,21	NA	NA	NA	NA	NA	NA
Palmier bache	3	20091004-690-344	20091004	690-344	255	341	300	60	69	64,41	92	104	97,94	163	189	174,52	0,29	0,38	0,33	0,42	0,5	0,46	0,18	0,23	0,21	NA	NA	NA	NA	NA	NA
nuage	6	20091004-690-344	20091004	690-344	287	374	348,64	92	202	161,54	129	165	159,32	177	268	220,83	-0,14	0,26	0	0,1	0,32	0,16	-0,1	0,17	0	NA	NA	NA	NA	NA	NA
ombre	7	20091004-690-344	20091004	690-344	141	241	189,86	53	106	72,74	77	129	99,73	78	158	108,15	0,06	0,39	0,25	0,1	0,36	0,2	0,04	0,24	0,16	NA	NA	NA	NA	NA	NA
ombre	7	20091004-690-344	20091004	690-344	211	331	260,16	51	68	57,97	80	101	90,46	113	172	138,68	0,22	0,42	0,35	0,34	0,47	0,41	0,14	0,26	0,22	NA	NA	NA	NA	NA	NA
frange	6	20091004-690-344	20091004	690-344	325	345	335,67	105	136	119,67	129	163	146,92	190	201	195,5	0,08	0,25	0,16	0,19	0,3	0,24	0,06	0,16	0,1	NA	NA	NA	NA	NA	NA
frange	6	20091004-690-344	20091004	690-344	312	353	325,15	71	124	103,97	100	155	133,82	166	196	184,74	0,11	0,3	0,2	0,22	0,4	0,28	0,08	0,19	0,13	NA	NA	NA	NA	NA	NA
djogounpete	1	20120621-690-344	20120621	690-344	137	258	174,25	32	45	40,99	55	68	63,36	97	131	117,12	0,26	0,44	0,34	0,43	0,54	0,48	0,17	0,27	0,21	NA	NA	NA	-0,54	-0,43	-0,48
djogounpete	1	20120621-690-344	20120621	690-344	135	250	174,93	36	45	40,62	57	70	63,17	102	134	114,22	0,29	0,44	0,35	0,43	0,53	0,48	0,18	0,27	0,22	NA	NA	NA	-0,53	-0,43	-0,48
djogounpete	1	20120621-690-344	20120621	690-344	148	224	179,38	39	48	44,35	62	70	66,18	112	134	124,23	0,26	0,39	0,31	0,44	0,5	0,47	0,17	0,24	0,2	NA	NA	NA	-0,5	-0,44	-0,47
djogounpete	1	20120621-690-344	20120621	690-344	152	209	176,39	39	46	42,51	60	68	64,81	106	129	120,49	0,26	0,41	0,33	0,43	0,52	0,48	0,17	0,25	0,21	NA	NA	NA	-0,52	-0,43	-0,48
djogounpete	1	20120621-690-344	20120621	690-344	148	220	179,6	37	48	41,06	58	70	63,83	100	123	111,84	0,29	0,43	0,35	0,4	0,51	0,46	0,18	0,26	0,22	NA	NA	NA	-0,51	-0,4	-0,46
djogounpete	1	20120621-690-344	20120621	690-344	139	222	174,97	36	48	40,83	57	70	63,42	99	131	112,67	0,26	0,43	0,35	0,4	0,55	0,47	0,17	0,26	0,22	NA	NA	NA	-0,55	-0,4	-0,47
foret	10	20120621-690-344	20120621	690-344	156	305	222,46	34	48	40,72	58	72	64,79	103	146	124,92	0,27	0,46	0,37	0,44	0,57	0,51	0,17	0,28	0,23	NA	NA	NA	-0,57	-0,44	-0,51
vegbasse	2	20120621-690-344	20120621	690-344	368	396	382,08	37	39	38,08	68	72	69,23	188	199	193,31	0,45	0,52	0,48	0,66	0,68	0,67	0,27	0,31	0,29	NA	NA	NA	-0,68	-0,66	-0,67
vegbasse	2	20120621-690-344	20120621	690-344	360	436	407,86	40	45	42,36	72	78	76,07	173	188	180,36	0,44	0,5	0,47	0,6	0,63	0,62	0,27	0,3	0,28	NA	NA	NA	-0,63	-0,6	-0,62
vegbasse	2	20120621-690-344	20120621	690-344	336	406	365,06	37	42	39,81	68	75	72,16	149	173	160,26	0,44	0,52	0,48	0,59	0,62	0,6	0,27	0,31	0,29	NA	NA	NA	-0,62	-0,59	-0,6
foret	10	20120621-690-344	20120621	690-344	152	300	222,15	31	50	37,1	53	72	61,96	106	156	134,58	0,26	0,51	0,41	0,49	0,64	0,57	0,17	0,3	0,25	NA	NA	NA	-0,64	-0,49	-0,57
vegbasse	2	20120621-690-344	20120621	690-344	358	423	391,85	39	45	42,08	72	80	76,54	164	198	185,15	0,44	0,5	0,48	0,59	0,66	0,63	0,27	0,3	0,29	NA	NA	NA	-0,66	-0,59	-0,63
foret	10	20120621-690-344	20120621	690-344	161	296	228,94	31	51	36,83	55	73	62,05	103	162	133,54	0,28	0,51	0,42	0,46	0,64	0,57	0,18	0,3	0,26	NA	NA	NA	-0,64	-0,46	-0,57
vegbasse	2	20120621-690-344	20120621	690-344	370	453	417,38	40	46	43,12	73	82	78,44	170	207	188,81	0,44	0,52	0,48	0,6	0,64	0,63	0,27	0,31	0,29	NA	NA	NA	-0,64	-0,6	-0,63
vegbasse	2	20120621-690-344	20120621	690-344	402	449	434,79	40	46	44,14	75	85	80,36	185	207	196,14	0,46	0,52	0,48	0,61	0,65	0,63	0,28	0,31	0,29	NA	NA	NA	-0,65	-0,61	-0,63
vegbasse	2	20120621-690-344	20120621	690-344	313	457	369,96	37	46	40,2	65	82	71,07	155	196	171,8	0,41	0,52	0,46	0,58	0,66	0,62	0,25	0,31	0,28	NA	NA	NA	-0,66	-0,58	-0,62
vegbasse	2	20120621-690-344	20120621	690-344	311	360	328,62	37	42	39,26	63	72	67,38	149	170	161,33	0,38	0,5	0,43	0,59	0,63	0,61	0,24	0,3	0,26	NA	NA	NA	-0,63	-0,59	-0,61
vegbasse	2	20120621-690-344	20120621	690-344	360	415	393,19	40	45	42,62	70	80	76,31	178	193	184,56	0,43	0,5	0,47	0,6	0,65	0,62	0,26	0,3	0,28	NA	NA	NA	-0,65	-0,6	-0,62
vegbasse	2	20120621-690-344	20120621	690-344	364	436	406,77	40	46	43,57	75	83	80,04	161	188	179,7	0,46	0,54	0,49	0,58	0,63	0,61	0,28	0,32	0,3	NA	NA	NA	-0,63	-0,58	-0,61
vegbasse	2	20120621-690-344	20120621	690-344	313	396	361,02	39	43	40,75	67	75	70,72	162	188	176,19	0,37	0,49	0,44	0,58	0,65	0,62	0,23	0,29	0,27	NA	NA	NA	-0,65	-0,58	-0,62
vegbasse	2	20120621-690-344	20120621	690-344	309	370	353,93	39	42	39,99	65	73	69,87	173	196	189,19	0,38	0,49	0,45	0,62	0,67	0,65	0,24	0,29	0,27	NA	NA	NA	-0,67	-0,62	-0,65
vegbasse	2	20120621-690-344	20120621	690-344	358	391	376,36	39	40	39,86	68	73	70,71	187	208	200,14	0,42	0,49	0,46	0,65	0,68	0,67	0,26	0,29	0,28	NA	NA	NA	-0,68	-0,65	-0,67
foret	10	20120621-690-344	20120621	690-344	125	315	213,85	29	48	37,44	52	77	62,43	99	173	132,29	0,27	0,52	0,41	0,45	0,65	0,56	0,17	0,31	0,25	NA	NA	NA	-0,65	-0,45	-0,56
Palmier bache	3	20120621-690-344	20120621	690-344	211	254	227,28	39	45	41,72	63	72	66,74	109	120	114,36	0,34	0,41	0,37	0,44	0,49	0,47	0,21	0,25	0,23	NA	NA	NA	-0,49	-0,44	-0,47
roche	4	20120621-690-344	20120621	690-344	120	150	133,6	40	45	43,09	57	63	60,28	152	188	173,55	0,19	0,31	0,26	0,57	0,64	0,6	0,13	0,19	0,17	NA	NA	NA	-0,64	-0,57	-0,6
roche	4	20120621-690-344	20120621	690-344	137	201	167,73	43	64	51,08	60	77	66,35	204	245	226,61	0,1	0,29	0,2	0,56	0,68	0,63	0,07	0,18	0,13	NA	NA	NA	-0,68	-0,56	-0,63
roche	4	20120621-690-344	20120621	690-344	131	169	144,83	42	51	45,52	58	67	61,55	196	245	222,66	0,19	0,29	0,23	0,64	0,68	0,66	0,12	0,18	0,15	NA	NA	NA	-0,68	-0,64	-0,66
djogounpete	1	20120621-690-344	20120621	690-344	146	207	168,25	37	46	41,73	60	70	63,72	114	131	121,73	0,29	0,38	0,33	0,46	0,52	0,49	0,18	0,24	0,21	NA	NA	NA	-0,52	-0,46	-0,49
djogounpete	1	20120621-690-344	20120621	690-344	137	209	167,68	36	46	40,68	57	67	62,42	108	124	116,12	0,27	0,41	0,34	0,44	0,53	0,48	0,17	0,25	0,21	NA	NA	NA	-0,53	-0,44	-0,48
frange	8	20120621-690-344	20120621	690-344	188	281	240,09	43	78	61,15	68	104	87,1	131	169	150,78	0,22	0,36	0,28	0,35	0,54	0,42	0,14	0,23	0,18	NA	NA	NA	-0,54	-0,35	-0,42
frange	8	20120621-690-344	20120621	690-344	224	279	252,33	59	104	78,35	85	131	103,89	135	178	163,67	0,18	0,29	0,22	0,26	0,44	0,35	0,11	0,18	0,14	NA	NA	NA	-0,44	-0,26	-0,35
ombre	7	20120621-690-344	20120621	690-344	112	224	148,83	29	45	34,67	50	68	57,38	71	127	88,07	0,32	0,49	0,4	0,29	0,54	0,43	0,2	0,3	0,25	NA	NA	NA	-0,54	-0,29	-0,43
ombre	7	20120621-690-344	20120621	690-344	82	222	126,22	26	39	30,69	48	63	53,19	48	115	71,57	0,35	0,5	0,44	0,26	0,51	0,39	0,22	0,3	0,27	NA	NA	NA	-0,51	-0,26	-0,39
ombre	7	20120621-690-344	20120621	690-344	95	203	146,79	28	43	32,25	50	65	55,58	60	115	86,94	0,31	0,52	0,44	0,35	0,55	0,45	0,2	0,31	0,27	NA	NA	NA	-0,55	-0,35	-0,45
ombre	7	20120621-690-344	20120621	690-344	78	258	140,29	28	40	31,36	48	67	54,6	51	132	81,45	0,33	0,52	0,45	0,29	0,58	0,43	0,21	0,31	0,27	NA	NA	NA	-0,58	-0,29	-0,43
frange	8	20120621-690-344	20120621	690-344	190	279	250,4	51	106	79,73	77	136	105,8	138	199	171,6	0,16	0,34	0,22	0,28	0,49	0,37	0,11	0,21	0,14	NA	NA	NA	-0,49	-0,28	-0,37
palmier bache	3	20120621-690-344	20120621	690-344	201	241	224,37	39	43	40,54	62	67	64,57	105	117	110,26	0,32	0,41	0,37	0,43	0,49	0,46	0,2	0,25	0,23	NA	NA	NA	-0,49	-0,43	-0,46
destructure	12	20120621-690-344	20120621	690-344	186	338	263,52	32	48	38,36	57	75	65,04	115	169	142,97	0,3	0,5	0,42	0,49	0,65	0,58	0,19	0,3	0,26	NA	NA	NA	-0,65	-0,49	-0,58
destructure	12	20120621-690-344	20120621	690-344	190	358	278,95	32	43	37,48	57	70	64,03	117	167	143,13	0,34	0,5	0,43	0,51	0,63	0,58	0,21	0,3	0,26	NA	NA	NA	-0,63	-0,51	-0,58
destructure	12	20120621-690-344	20120621	690-344	209	375	297,1	34	42	38	57	73	64,85	117	166	146,31	0,36	0,52	0,43	0,53	0,63	0,59	0,22	0,31	0,26	NA	NA	NA	-0,63	-0,53	-0,59
destructure	12	20120621-690-344	20120621	690-344	173	345	250,4	32	42	37,98	55	70	63,07	114	158	132,26	0,34	0,48	0,4	0,49	0,6	0,55	0,21	0,29	0,25	NA	NA	NA	-0,6	-0,49	-0,55
foret	10	20120621-690-344	20120621	690-344	125	286	196,91	29	46	38,61	53	72	62,01	92	141	119,04	0,26	0,49	0,38	0,41	0,58	0,51	0,17	0,29	0,23	NA	NA	NA	-0,58	-0,41	-0,51
destructure	12	20120621-690-344	20120621	690-344	243	341	288,32	36	42	37,55	58	67	63,75	123	162	143,18	0,37	0,48	0,42	0,54	0,62	0,58	0,23	0,29	0,26	NA	NA	NA	-0,62	-0,54	-0,58
djogounpete	1	20120912-690-344	20120912	690-344	115	206	142,18	35	44	38,85	55	67	59,81	69	92	81,6	0,27	0,41	0,34	0,28	0,41	0,35	0,17	0,25	0,21	NA	NA	NA	-0,41	-0,28	-0,35
djogounpete	1	20120912-690-344	20120912	690-344	146	206	165,44	39	45	41,77	59	67	63,32	101	115	105,82	0,27	0,38	0,33	0,4	0,47	0,43	0,17	0,23	0,21	NA	NA	NA	-0,47	-0,4	-0,43
djogounpete	1	20120912-690-344	20120912	690-344	138	217	172,77	39	45	42,62	59	69	64,74	96	113	105,29	0,27	0,39	0,33	0,39	0,47	0,42	0,17	0,24	0,21	NA	NA	NA	-0,47	-0,39	-0,42
djogounpete	1	20120912-690-344	20120912	690-344	181	219	198,19	58	67	62,97	82	92	86,27	110	127	119,85	0,2	0,3	0,24	0,28	0,34	0,31	0,13	0,19	0,16	NA	NA	NA	-0,34	-0,28	-0,31
djogounpete	1	20120912-690-344	20120912	690-344	169	229	195,4	54	62	58,07	78	86	81,13	110	130	122,25	0,22	0,31	0,26	0,33	0,38	0,36	0,14	0,19	0,17	NA	NA	NA	-0,38	-0,33	-0,36
djogounpete	1	20120912-690-344	20120912	690-344	152	216	178,8	41	48	44,77	62	70	66,71	91	112	102,63	0,26	0,4	0,31	0,34	0,43	0,39	0,17	0,24	0,2	NA	NA	NA	-0,43	-0,34	-0,39
djogounpete	1	20120912-690-344	20120912	690-344	146	216	175,97	41	48	44,54	62	70	66,87	95	113	104,91	0,26	0,4	0,32	0,36	0,44	0,4	0,17	0,24	0,2	NA	NA	NA	-0,44	-0,36	-0,4
foret	10	20120912-690-344	20120912	690-344	167	339	251,66	34	51	39,87	58	75	65,14	96	141	120,52	0,27	0,48	0,39	0,41	0,56	0,5	0,17	0,29	0,24	NA	NA	NA	-0,56	-0,41	-0,5
vegbasse	2	20120912-690-344	20120912	690-344	345	370	359,63	37	41	38,63	66	70	67,3	171	187	180,04	0,39	0,49	0,45	0,62	0,66	0,65	0,24	0,3	0,27	NA	NA	NA	-0,66	-0,62	-0,65
vegbasse	2	20120912-690-344	20120912	690-344	376	403	388,12	41	44	41,94	70	75	72,75	152	173	162,62	0,4	0,47	0,44	0,56	0,61	0,59	0,25	0,28	0,27	NA	NA	NA	-0,61	-0,56	-0,59
nuage	6	20120912-690-344	20120912	690-344	308	360	332,11	114	198	153,51	141	225	179,4	191	259	220,57	0,1	0,16	0,12	0,12	0,27	0,18	0,06	0,11	0,08	NA	NA	NA	-0,27	-0,12	-0,18
ombre	7	20120912-690-344	20120912	690-344	92	260	137,68	28	39	31,79	47	64	53,25	45	109	60,98	0,33	0,49	0,41	0,2	0,49	0,31	0,2	0,29	0,25	NA	NA	NA	-0,49	-0,2	-0,31
frange	8	20120912-690-344	20120912	690-344	266	310	290,75	58	119	88,75	81	145	114,38	135	177	159,42	0,15	0,26	0,2	0,2	0,4	0,29	0,1	0,17	0,13	NA	NA	NA	-0,4	-0,2	-0,29
vegbasse	2	20120912-690-344	20120912	690-344	339	414	385,26	42	47	44,85	72	79	75,87	164	195	180,1	0,38	0,46	0,42	0,57	0,62	0,6	0,24	0,28	0,26	NA	NA	NA	-0,62	-0,57	-0,6
nuage	6	20120912-690-344	20120912	690-344	312	491	451,61	152	363	309,83	178	391	335,57	243	353	348,05	0,03	0,13	0,06	-0,02	0,29	0,06	0,02	0,08	0,04	NA	NA	NA	-0,29	0,02	-0,06
ombre	7	20120912-690-344	20120912	690-344	79	189	98,63	28	38	31,69	50	62	53,49	41	84	49,35	0,33	0,5	0,42	0,14	0,4	0,22	0,2	0,3	0,26	NA	NA	NA	-0,4	-0,14	-0,22
frange	8	20120912-690-344	20120912	690-344	250	302	276,36	42	124	84,73	66	148	109,07	124	203	167,34	0,13	0,36	0,2	0,24	0,49	0,33	0,09	0,22	0,13	NA	NA	NA	-0,49	-0,24	-0,33
vegbasse	2	20120912-690-344	20120912	690-344	335	376	359,38	38	42	40	67	70	69,38	157	189	176,94	0,41	0,48	0,44	0,6	0,65	0,63	0,25	0,29	0,27	NA	NA	NA	-0,65	-0,6	-0,63
foret	10	20120912-690-344	20120912	690-344	192	331	253,51	32	51	38,66	58	73	64,38	108	153	130,07	0,25	0,48	0,41	0,46	0,59	0,54	0,16	0,29	0,25	NA	NA	NA	-0,59	-0,46	-0,54
vegbasse	2	20120912-690-344	20120912	690-344	352	393	376,14	44	48	45,5	73	81	77,5	177	195	187,29	0,4	0,46	0,43	0,59	0,62	0,61	0,25	0,28	0,26	NA	NA	NA	-0,62	-0,59	-0,61
foret	10	20120912-690-344	20120912	690-344	169	325	252,95	34	54	38,81	56	75	64,17	102	157	129,47	0,26	0,47	0,4	0,42	0,6	0,54	0,16	0,28	0,25	NA	NA	NA	-0,6	-0,42	-0,54
vegbasse	2	20120912-690-344	20120912	690-344	379	426	405,2	45	48	46,33	75	79	77,6	164	191	181,6	0,37	0,45	0,41	0,55	0,61	0,59	0,23	0,27	0,25	NA	NA	NA	-0,61	-0,55	-0,59
vegbasse	2	20120912-690-344	20120912	690-344	378	424	407,29	44	51	48,43	76	86	81,43	184	200	192,57	0,38	0,44	0,42	0,58	0,62	0,6	0,23	0,27	0,25	NA	NA	NA	-0,62	-0,58	-0,6
vegbasse	2	20120912-690-344	20120912	690-344	322	383	346,58	41	49	43,93	72	81	75,26	152	177	166,74	0,38	0,48	0,43	0,55	0,61	0,58	0,24	0,29	0,26	NA	NA	NA	-0,61	-0,55	-0,58
foret	10	20120912-690-344	20120912	690-344	181	358	274,67	34	59	40,82	56	84	66,18	101	164	127,21	0,24	0,48	0,38	0,37	0,59	0,51	0,15	0,29	0,24	NA	NA	NA	-0,59	-0,37	-0,51
vegbasse	2	20120912-690-344	20120912	690-344	304	426	364,9	42	54	46,67	67	82	74,61	151	192	168,01	0,3	0,44	0,37	0,52	0,59	0,57	0,19	0,27	0,23	NA	NA	NA	-0,59	-0,52	-0,57
vegbasse	2	20120912-690-344	20120912	690-344	297	370	336,15	44	47	44,72	69	75	72,12	146	167	158,02	0,34	0,41	0,38	0,53	0,58	0,56	0,21	0,25	0,23	NA	NA	NA	-0,58	-0,53	-0,56
vegbasse	2	20120912-690-344	20120912	690-344	368	397	380,57	45	55	51,77	76	90	84,95	171	187	179,38	0,36	0,42	0,39	0,53	0,59	0,55	0,23	0,26	0,24	NA	NA	NA	-0,59	-0,53	-0,55
vegbasse	2	20120912-690-344	20120912	690-344	337	391	360,51	41	47	44,56	70	78	74,02	162	177	170,92	0,37	0,44	0,4	0,57	0,6	0,59	0,23	0,27	0,25	NA	NA	NA	-0,6	-0,57	-0,59
roche	4	20120912-690-344	20120912	690-344	167	244	200,23	48	67	57,28	69	79	73,67	138	232	180,6	0,12	0,3	0,19	0,44	0,61	0,52	0,08	0,19	0,13	NA	NA	NA	-0,61	-0,44	-0,52
